,UNDERWRITING_YEAR,TYPE_OF_COVER,PAYMENT_METHOD,SUM_INSURED,COMPANY_LOADINGS,COMMISION_RATE,LOADINGS,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,TRANSACTION_TYPE,AGENT_CONTRACT_CATEGORY,CLIENT_GENDER,CLIENT_MARITAL_STATUS,CLIENT_OCCUPATION,CLIENT_POLITICAL_PERSON_FLAG,HIGH_RISK_FLAG,CLIENT_NUMBER_OF_DEPENDENTS,CLIENT_SMOKER_FLAG,CLIENT_FAMILY_SIZE,ORIGINAL_UNDERWRITING_YEAR,POLICY_TERM,INSURED_TYPE,RENEWAL_TYPE,CO_INSURANCE,BODILY_INJURY_LIMIT,VEHICLE_MAKE,VEHICLE_YEAR,ADDITIONAL_PERILS,FOREIGN_USED,CUBIC_CENTIMETERS,VEHICLE_MODIFIED,SEATING_CAPACITY,ANTI_THEFT_DEVICE,LEFT_HAND_DRIVE,OPEN_RESTRICTED_FLAG,PA_COVERAGE,PA_DRIVER_INCLUDED,MOTOR_ASSIST,VEHICLE_CONDITION,PREMIUM_CHARGED,HAS_CLAIMED_IN_NEXT_12_MONTHS,CLIENT_CLASS,FLAG_VEHICLE_CONDITION,VEHICLE_AGE,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,FLAG_VEHICLE_TYPE_ON_SEATING_CAPACITY,POLICY_HISTORY_AGE
16763,2019,Comp,Debit Card,150341.0,0.3,0.0,0.1,0.25,0.29,Renewal,Assumed Business,M,D,Business executive,N,N,5,Y,4,2019,12,Corporate,Manual Review Required,Y,75000,Ford,2000,Special Perils,Y,1993,Y,3,Y,N,O,N,N,Y,Foreign Used,14467.3681232143,0,EXPERIENCED,OLD,19,0,COMPACT,0
16769,2018,Comp,Credit Card,107971.0,0.3,0.15,0.13,0.24,0.25,Renewal,Broker,F,M,Driver for Uber,N,N,5,Y,4,2018,12,Individual,Renewal,Y,127000,Foose,2007,Special Perils,Y,1372,Y,2,Y,N,O,Y,N,N,Foreign Used,13138.8714506786,0,EXPERIENCED,OLD,11,0,MICRO,0
16770,2019,Comp,Credit Card,102572.45,0.35,0.15,0.13,0.24,0.25,Renewal,Broker,F,M,Driver for Uber,N,N,5,Y,4,2018,12,Individual,Renewal,Y,127000,Foose,2007,Special Perils,Y,1372,Y,2,Y,N,O,Y,N,N,Foreign Used,13442.0761764635,0,EXPERIENCED,OLD,12,0,MICRO,1
16775,2018,TP,Cash,50110.0,0.3,0.15,0.07,0.23,0.29,Renewal,Broker,F,M,Education Professional,N,N,4,N,5,2018,12,Individual,Renewal,Y,111000,Subaru,2009,No Additional Perils,N,1295,Y,4,Y,N,R,N,N,Y,New,957.73398952,0,EXPERIENCED,NEW,9,0,COMPACT,0
16776,2019,Comp,Cash,47604.5,0.35,0.15,0.07,0.23,0.29,Policy Upgrade,Broker,F,M,Education Professional,N,N,4,N,5,2018,12,Individual,Renewal,Y,111000,Subaru,2009,No Additional Perils,N,1295,Y,4,Y,N,R,N,N,Y,New,1765.43833564965,0,EXPERIENCED,NEW,10,1,COMPACT,1
16778,2018,Comp,Debit Card,121001.0,0.3,0.15,0.1,0.23,0.22,Renewal,Broker,F,S,Driver for Uber,N,N,2,N,4,2018,12,Individual,Manual Review Required,Y,167000,Dodge,2003,Riot & Srike,N,1141,Y,2,Y,N,O,N,N,Y,New,15103.04836755,0,YOUNG,OLD,15,0,MICRO,0
16779,2019,Comp,Debit Card,114950.95,0.35,0.15,0.1,0.23,0.22,Renewal,Broker,F,S,Driver for Uber,N,N,2,N,4,2018,12,Individual,Manual Review Required,Y,167000,Dodge,2003,Riot & Srike,N,1141,Y,2,Y,N,O,N,N,Y,New,15451.580252955,0,EXPERIENCED,OLD,16,0,MICRO,1
16781,2019,Comp,Debit Card,93799.0,0.3,0.15,0.13,0.24,0.28,Renewal,Broker,M,S,Social Worker,N,N,4,Y,3,2019,12,Individual,No renewal - Report,Y,35000,GMC,2004,No Additional Perils,N,1758,N,6,N,N,O,N,N,Y,New,10957.7246026629,0,EXPERIENCED,OLD,15,0,SUV,0
16790,2018,TP,Credit Card,104334.0,0.3,0.0,0.11,0.23,0.36,Renewal,Direct,M,D,Doctor,N,N,4,Y,6,2018,12,Individual,Renewal,Y,88000,GMC,2000,Special Perils,N,1376,Y,2,Y,N,O,N,N,Y,New,1667.414238336,0,YOUNG,OLD,19,0,MICRO,0
16793,2018,TP,Cash,91016.0,0.3,0.15,0.09,0.32,0.35,Renewal,Broker,M,L,Secretary,N,N,2,N,4,2018,12,Individual,Renewal,N,114000,GMC,2005,No Additional Perils,N,1720,Y,2,Y,N,O,N,Y,Y,New,1424.91373024,0,EXPERIENCED,OLD,14,0,MICRO,0
16796,2019,Comp,Online payment,112726.0,0.3,0.0,0.1,0.28,0.26,Renewal,Direct,F,D,Social Worker,N,Y,1,N,3,2019,12,Individual,Manual Review Required,Y,47000,Land Rover,1996,No Additional Perils,N,1601,Y,6,Y,N,O,N,N,N,New,10853.7745988571,0,EXPERIENCED,OLD,23,0,SUV,0
16799,2019,TP,Credit Card,154685.0,0.3,0.15,0.09,0.27,0.39,Renewal,Broker,M,L,Rideshare driver,N,N,2,N,2,2019,12,Individual,Renewal,Y,146000,Pontiac,2004,Special Perils,N,1474,Y,6,Y,N,O,N,Y,N,Second Hand,2439.77318431,0,EXPERIENCED,OLD,15,0,SUV,0
16802,2018,Comp,Cash,95503.0,0.3,0.0,0.07,0.16,0.32,Renewal,Assumed Business,M,S,Business executive,N,N,3,N,5,2018,12,Individual,Renewal,Y,148000,Dodge,1997,Riot & Special Perils,N,1996,Y,2,N,N,O,Y,N,Y,New,9589.3416264,0,EXPERIENCED,OLD,21,0,MICRO,0
16803,2019,Comp,Cash,90727.85,0.35,0.0,0.07,0.16,0.32,Renewal,Assumed Business,M,S,Business executive,N,N,3,N,5,2018,12,Individual,Renewal,Y,148000,Dodge,1997,Riot & Special Perils,N,1996,Y,2,N,N,O,Y,N,Y,New,9810.63412547077,0,EXPERIENCED,OLD,22,0,MICRO,1
16805,2019,Comp,Credit Card,104702.0,0.3,0.15,0.08,0.25,0.24,Renewal,Broker,M,D,Business executive,N,N,5,Y,2,2019,12,Individual,Renewal,Y,126000,Chevrolet,1997,Riot & Srike,N,1939,Y,5,N,N,O,N,N,Y,New,12177.3062802857,0,EXPERIENCED,OLD,22,0,COMPACT,0
16808,2018,TP,Cash,99791.0,0.3,0.15,0.11,0.15,0.26,Renewal,Broker,F,S,Clerical assistant,N,N,1,N,4,2018,12,Individual,Renewal,Y,57000,Dodge,2010,Riot & Special Perils,N,1611,Y,6,Y,N,R,N,N,Y,New,2252.13517932,0,EXPERIENCED,NEW,8,0,SUV,0
16809,2019,Comp,Cash,94801.45,0.35,0.15,0.11,0.15,0.26,Policy Upgrade,Broker,F,S,Clerical assistant,N,N,1,N,4,2018,12,Individual,Renewal,Y,57000,Dodge,2010,Riot & Special Perils,N,1611,Y,6,Y,N,R,N,N,Y,New,6977.46848625063,0,EXPERIENCED,NEW,9,1,SUV,1
16811,2019,Comp,Cash,55833.0,0.3,0.15,0.11,0.3,0.31,Renewal,Broker,M,L,Software Professional,N,N,2,N,5,2019,12,Individual,Renewal,Y,67000,Mercedes-Benz,2008,Fire Expl Thft/Brand Expl Dief,N,1406,Y,2,N,N,O,N,N,N,New,5655.339924075,0,YOUNG,OLD,11,0,MICRO,0
16814,2018,TP,Cash,152758.0,0.3,0.15,0.09,0.21,0.32,Renewal,Broker,M,M,Doctor,N,N,1,Y,5,2018,12,Individual,Renewal,Y,130000,Chevrolet,1996,No Additional Perils,N,1177,Y,6,Y,N,O,N,Y,Y,New,2906.621786992,0,EXPERIENCED,OLD,22,0,SUV,0
16815,2019,Comp,Cash,145120.1,0.35,0.15,0.09,0.21,0.32,Policy Upgrade,Broker,M,M,Doctor,N,N,1,Y,5,2018,12,Individual,Renewal,Y,130000,Chevrolet,1996,No Additional Perils,N,1177,Y,6,Y,N,O,N,Y,Y,New,13718.5252754374,0,EXPERIENCED,OLD,23,1,SUV,1
16819,2018,Comp,Credit Card,80766.0,0.3,0.1,0.06,0.29,0.22,Renewal,Cash Salesmen,M,M,Waiter,N,N,4,N,5,2018,12,Individual,Renewal,Y,23000,BMW,2009,Special Perils,N,1074,Y,5,Y,N,O,N,N,N,New,8568.00826596,0,EXPERIENCED,NEW,9,0,COMPACT,0
16820,2019,Comp,Credit Card,76727.7,0.35,0.1,0.06,0.29,0.22,Renewal,Cash Salesmen,M,M,Waiter,N,N,4,N,5,2018,12,Individual,Renewal,Y,23000,BMW,2009,Special Perils,N,1074,Y,5,Y,N,O,N,N,N,New,8765.731533636,0,EXPERIENCED,NEW,10,0,COMPACT,1
16822,2019,Comp,Online payment,130399.0,0.3,0.15,0.14,0.27,0.35,Renewal,Broker,F,S,Education Professional,N,N,2,N,3,2019,12,Individual,Manual Review Required,Y,201000,GMC,2011,No Additional Perils,N,1228,Y,3,Y,N,O,N,N,Y,New,13326.4038342964,0,YOUNG,NEW,8,0,COMPACT,0
16825,2019,Comp,Cash,34437.0,0.3,0.1,0.09,0.29,0.32,Renewal,Cash Salesmen,M,D,Driver for Uber,N,N,5,Y,6,2019,12,Individual,No renewal - Report,Y,187000,Ford,1995,Riot & Special Perils,N,1022,Y,3,Y,N,O,N,N,Y,New,3275.00189383714,0,EXPERIENCED,OLD,24,0,COMPACT,0
16828,2018,F&T,Cash,82972.0,0.3,0.15,0.1,0.32,0.23,Renewal,Broker,F,L,Govt. Officer,N,N,2,Y,4,2018,12,Individual,Renewal,Y,96000,Ford,1995,Special Perils,N,1216,Y,2,Y,N,O,N,N,N,New,3925.488292,0,EXPERIENCED,OLD,23,0,MICRO,0
16829,2019,F&T,Cash,78823.4,0.35,0.15,0.1,0.32,0.23,Renewal,Broker,F,L,Govt. Officer,N,N,2,Y,4,2018,12,Individual,Renewal,Y,96000,Ford,1995,Special Perils,N,1216,Y,2,Y,N,O,N,N,N,New,4016.07648335385,0,EXPERIENCED,OLD,24,0,MICRO,1
16831,2019,F&T,Cash,63121.0,0.3,0.15,0.1,0.25,0.24,Renewal,Broker,M,M,Software Professional,N,Y,1,N,3,2019,12,Individual,Renewal,Y,201000,Hyundai,2010,Fire Expl Thft/Brand Expl Dief,N,1874,Y,4,Y,N,O,N,N,N,New,3250.95693214286,0,SENIORCITIZEN,NEW,9,0,COMPACT,0
16837,2018,TP,Credit Card,131326.0,0.3,0.15,0.07,0.27,0.31,Renewal,Broker,F,D,Driver for Uber,N,N,1,N,3,2018,12,Individual,Renewal,Y,188000,Audi,1995,Riot & Srike,N,1113,N,4,Y,N,R,N,N,Y,New,2312.565760752,0,EXPERIENCED,OLD,23,0,COMPACT,0
16838,2019,Comp,Credit Card,124759.7,0.35,0.15,0.07,0.27,0.31,Policy Upgrade,Broker,F,D,Driver for Uber,N,N,1,N,3,2018,12,Individual,Renewal,Y,188000,Audi,1995,Riot & Srike,N,1113,N,4,Y,N,R,N,N,Y,New,7088.25494897163,0,EXPERIENCED,OLD,24,1,COMPACT,1
16843,2018,Comp,Credit Card,115939.0,0.3,0.0,0.1,0.2,0.31,Renewal,Assumed Business,M,S,Clerical assistant,N,N,3,N,5,2018,12,Individual,Renewal,Y,77000,BMW,2002,No Additional Perils,N,1977,Y,4,N,N,O,N,N,Y,New,11565.4121314286,0,EXPERIENCED,OLD,16,0,COMPACT,0
16844,2019,Comp,Credit Card,110142.05,0.35,0.0,0.1,0.2,0.31,Renewal,Assumed Business,M,S,Clerical assistant,N,N,3,N,5,2018,12,Individual,Renewal,Y,77000,BMW,2002,No Additional Perils,N,1977,Y,4,N,N,O,N,N,Y,New,11832.3062575385,0,EXPERIENCED,OLD,17,0,COMPACT,1
16846,2019,Comp,Credit Card,30247.0,0.3,0.0,0.11,0.25,0.33,Renewal,Direct,F,S,Lawyer,N,N,1,N,5,2019,12,Corporate,Renewal,Y,33000,Ford,2008,Special Perils,N,1080,Y,2,Y,N,R,N,N,Y,New,2771.66764125,0,YOUNG,OLD,11,0,MICRO,0
16849,2018,TP,Cash,104411.0,0.3,0.0,0.12,0.25,0.28,Renewal,Assumed Business,M,D,Sales Person,N,N,2,N,4,2018,12,Individual,Renewal,Y,22000,Isuzu,1999,No Additional Perils,N,1100,Y,2,Y,Y,O,N,N,Y,Second Hand,1841.4341604,0,EXPERIENCED,OLD,20,0,MICRO,0
16852,2017,Comp,Credit Card,113229.0,0.3,0.15,0.11,0.18,0.29,Renewal,Broker,F,L,Business executive,N,N,1,N,5,2017,6,Individual,Renewal,Y,143000,Kia,2004,No Additional Perils,N,1383,Y,3,Y,N,O,N,N,N,Second Hand,13824.5337271864,0,YOUNG,OLD,14,0,COMPACT,0
16853,2018,Comp,Credit Card,107567.55,0.35,0.15,0.11,0.18,0.29,Renewal,Broker,F,L,Business executive,N,N,1,N,5,2017,6,Individual,Renewal,Y,143000,Kia,2004,No Additional Perils,N,1383,Y,3,Y,N,O,N,N,N,Second Hand,14143.561428583,0,YOUNG,OLD,14,0,COMPACT,0
16854,2019,Comp,Credit Card,96810.795,0.38,0.15,0.11,0.18,0.29,Renewal,Broker,F,L,Business executive,N,N,1,N,5,2017,6,Individual,Renewal,Y,143000,Kia,2004,No Additional Perils,N,1383,Y,3,Y,N,O,N,N,N,Second Hand,13345.1345737437,1,YOUNG,OLD,15,0,COMPACT,1
16855,2018,TP,Online payment,62981.0,0.3,0.15,0.08,0.24,0.29,Renewal,Broker,F,S,Driver for Uber,N,N,4,Y,5,2018,12,Individual,Renewal,Y,27000,Porsche,2011,Fire Expl Thft/Brand Expl Dief,N,1689,Y,3,Y,N,O,N,N,N,New,1195.916230044,0,EXPERIENCED,NEW,7,0,COMPACT,0
16856,2019,Comp,Online payment,59831.95,0.35,0.15,0.08,0.24,0.29,Policy Upgrade,Broker,F,S,Driver for Uber,N,N,4,Y,5,2018,12,Individual,Renewal,Y,27000,Porsche,2011,Fire Expl Thft/Brand Expl Dief,N,1689,Y,3,Y,N,O,N,N,N,New,5629.19392897408,0,EXPERIENCED,NEW,8,1,COMPACT,1
16858,2019,TP,Online payment,142852.0,0.3,0.15,0.12,0.21,0.31,Renewal,Broker,M,D,Waiter,Y,N,3,N,5,2019,12,Individual,Renewal,Y,35000,Cadillac,2008,No Additional Perils,N,1769,Y,4,Y,N,O,Y,N,Y,Second Hand,2811.836055972,0,EXPERIENCED,OLD,12,0,COMPACT,0
16861,2019,TP,Credit Card,108384.0,0.3,0.15,0.13,0.22,0.34,Renewal,Broker,F,L,Secretary,N,N,3,N,2,2019,12,Individual,No Renewal - Don't Report,Y,91000,Isuzu,2003,Special Perils,N,1620,Y,5,Y,N,O,N,Y,Y,New,2027.629663488,0,EXPERIENCED,OLD,16,0,COMPACT,0
16866,2018,Comp,Cash,109473.0,0.3,0.1,0.1,0.25,0.31,Renewal,Cash Salesmen,F,D,Business executive,N,N,3,N,4,2018,12,Individual,Manual Review Required,Y,177000,Lotus,2001,Special Perils,N,1225,Y,6,Y,N,R,Y,Y,Y,New,11261.66344875,0,YOUNG,OLD,17,0,SUV,0
16867,2019,Comp,Cash,103999.35,0.35,0.1,0.1,0.25,0.31,Renewal,Cash Salesmen,F,D,Business executive,N,N,3,N,4,2018,12,Individual,Manual Review Required,Y,177000,Lotus,2001,Special Perils,N,1225,Y,6,Y,N,R,Y,Y,Y,New,11521.547989875,0,YOUNG,OLD,18,0,SUV,1
16869,2018,F&T,Online payment,102938.0,0.3,0.15,0.1,0.18,0.4,Renewal,Broker,F,D,Driver for Uber,N,N,1,N,4,2018,12,Individual,Renewal,Y,60000,Mitsubishi,1995,Riot & Srike,Y,1560,Y,3,Y,N,O,N,N,Y,Foreign Used,4576.18231714286,0,EXPERIENCED,OLD,23,0,COMPACT,0
16870,2019,F&T,Online payment,97791.1,0.35,0.15,0.1,0.18,0.4,Renewal,Broker,F,D,Driver for Uber,N,N,1,N,4,2018,12,Individual,Renewal,Y,60000,Mitsubishi,1995,Riot & Srike,Y,1560,Y,3,Y,N,O,N,N,Y,Foreign Used,4681.78652446154,0,EXPERIENCED,OLD,24,0,COMPACT,1
16872,2019,Comp,Cash,97062.0,0.3,0.0,0.07,0.39,0.32,Renewal,Assumed Business,M,S,Lawyer,N,N,1,N,4,2019,12,Individual,Renewal,Y,248000,Jeep,2010,Special Perils,N,1212,Y,2,Y,N,O,Y,N,N,New,7077.3644724,0,EXPERIENCED,NEW,9,0,MICRO,0
16875,2018,TP,Credit Card,144717.0,0.3,0.15,0.12,0.23,0.43,Renewal,Broker,F,S,Education Professional,N,N,2,Y,3,2018,12,Individual,Manual Review Required,Y,144000,Mitsubishi,2008,Special Perils,N,1984,Y,2,Y,N,R,N,N,N,New,2293.573278843,0,EXPERIENCED,NEW,10,0,MICRO,0
16876,2019,Comp,Credit Card,137481.15,0.35,0.15,0.12,0.23,0.43,Policy Upgrade,Broker,F,S,Education Professional,N,N,2,Y,3,2018,12,Individual,Manual Review Required,Y,144000,Mitsubishi,2008,Special Perils,N,1984,Y,2,Y,N,R,N,N,N,New,9963.91461983077,0,EXPERIENCED,OLD,11,1,MICRO,1
16878,2019,Comp,Debit Card,100192.0,0.3,0.1,0.09,0.21,0.29,Renewal,Cash Salesmen,M,M,Govt. Officer,N,N,1,N,5,2019,12,Individual,Renewal,Y,31000,Volvo,1995,Special Perils,N,1487,Y,6,Y,Y,O,Y,N,Y,New,11069.7412453257,0,EXPERIENCED,OLD,24,0,SUV,0
16884,2018,Comp,Cash,91336.0,0.3,0.0,0.1,0.23,0.31,Renewal,Direct,F,S,Education Professional,N,N,2,N,2,2018,12,Individual,Manual Review Required,Y,55000,Nissan,2009,Fire Expl Thft/Brand Expl Dief,N,1710,Y,6,Y,N,O,Y,N,Y,New,8769.489036,0,EXPERIENCED,NEW,9,0,SUV,0
16885,2019,Comp,Cash,86769.2,0.35,0.0,0.1,0.23,0.31,Renewal,Direct,F,S,Education Professional,N,N,2,N,2,2018,12,Individual,Manual Review Required,Y,55000,Nissan,2009,Fire Expl Thft/Brand Expl Dief,N,1710,Y,6,Y,N,O,Y,N,Y,New,8971.86185990769,0,EXPERIENCED,NEW,10,0,SUV,1
16887,2018,TP,Credit Card,174491.0,0.3,0.15,0.09,0.2,0.24,Renewal,Broker,F,D,Driver for Uber,N,Y,3,N,5,2018,12,Individual,Renewal,Y,235000,Oldsmobile,1995,No Additional Perils,N,1885,Y,5,Y,N,O,N,N,Y,New,3757.72650176,0,EXPERIENCED,OLD,23,0,COMPACT,0
16888,2019,Comp,Credit Card,165766.45,0.35,0.15,0.09,0.2,0.24,Policy Upgrade,Broker,F,D,Driver for Uber,N,Y,3,N,5,2018,12,Individual,Renewal,Y,235000,Oldsmobile,1995,No Additional Perils,N,1885,Y,5,Y,N,O,N,N,Y,New,17735.5259027092,0,EXPERIENCED,OLD,24,1,COMPACT,1
16890,2019,Comp,Cash,98869.0,0.3,0.0,0.09,0.22,0.29,Renewal,Direct,M,L,Business executive,N,N,2,Y,4,2019,12,Individual,Renewal,N,89000,Mitsubishi,1999,No Additional Perils,N,1085,Y,5,Y,N,O,N,N,Y,New,9804.81471895714,0,EXPERIENCED,OLD,20,0,COMPACT,0
16896,2018,Comp,Debit Card,60297.0,0.3,0.0,0.07,0.33,0.41,Renewal,Assumed Business,M,M,Driver for Uber,N,N,4,N,5,2018,12,Individual,Renewal,Y,68000,Mitsubishi,2001,Special Perils,N,1189,Y,4,N,Y,R,N,N,Y,New,4189.92353500714,0,EXPERIENCED,OLD,17,0,COMPACT,0
16897,2019,Comp,Debit Card,57282.15,0.35,0.0,0.07,0.33,0.41,Renewal,Assumed Business,M,M,Driver for Uber,N,N,4,N,5,2018,12,Individual,Renewal,Y,68000,Mitsubishi,2001,Special Perils,N,1189,Y,4,N,Y,R,N,N,Y,New,4286.61407812269,0,EXPERIENCED,OLD,18,0,COMPACT,1
16899,2018,TP,Cash,104668.0,0.3,0.15,0.11,0.21,0.21,Renewal,Broker,M,M,Driver for Uber,N,N,5,N,3,2018,12,Individual,Manual Review Required,Y,55000,Dodge,2003,Special Perils,N,1531,Y,6,Y,N,O,N,N,Y,New,2343.799960944,0,SENIORCITIZEN,OLD,15,0,SUV,0
16900,2019,Comp,Cash,99434.6,0.35,0.15,0.11,0.21,0.21,Policy Upgrade,Broker,M,M,Driver for Uber,N,N,5,N,3,2018,12,Individual,Manual Review Required,Y,55000,Dodge,2003,Special Perils,N,1531,Y,6,Y,N,O,N,N,Y,New,10155.8886374731,0,SENIORCITIZEN,OLD,16,1,SUV,1
16902,2019,Comp,Cash,19894.0,0.3,0.15,0.12,0.29,0.22,Renewal,Broker,F,D,Chef,N,N,2,Y,4,2019,12,Individual,Renewal,Y,175000,Mitsubishi,1996,Special Perils,N,1096,Y,4,Y,N,R,N,N,N,New,2331.26008752,0,EXPERIENCED,OLD,24,0,COMPACT,0
16905,2017,Comp,Cash,92200.0,0.3,0.15,0.09,0.26,0.28,Renewal,Broker,M,L,Driver for Uber,N,N,1,Y,2,2017,12,Individual,No renewal - Report,Y,123000,Mercury,2008,No Additional Perils,N,1803,Y,6,Y,N,O,N,N,N,New,10116.2435348571,0,EXPERIENCED,NEW,10,0,SUV,0
16906,2019,Comp,Cash,87590.0,0.35,0.15,0.09,0.26,0.28,Renewal,Broker,M,L,Driver for Uber,N,N,1,Y,2,2017,12,Individual,No renewal - Report,Y,123000,Mercury,2008,No Additional Perils,N,1803,Y,6,Y,N,O,N,N,N,New,10349.6953087385,0,SENIORCITIZEN,OLD,11,0,SUV,1
16908,2019,Comp,Online payment,146832.0,0.3,0.15,0.07,0.26,0.26,Renewal,Broker,F,S,Doctor,N,N,2,N,6,2019,12,Individual,Renewal,Y,173000,Mercedes-Benz,1999,No Additional Perils,N,1025,Y,4,N,Y,R,Y,Y,Y,New,16254.19898832,0,YOUNG,OLD,20,0,COMPACT,0
16911,2019,F&T,Cash,132324.0,0.3,0.15,0.07,0.26,0.34,Renewal,Broker,F,S,Business executive,N,N,2,Y,5,2019,12,Individual,Renewal,Y,62000,GMC,1995,Special Perils,N,1531,Y,2,Y,N,O,Y,N,N,Second Hand,5680.25533491429,0,EXPERIENCED,OLD,24,0,MICRO,0
16914,2018,TP,Online payment,60490.0,0.3,0.15,0.09,0.19,0.22,Renewal,Broker,M,L,Sales Person,N,N,2,Y,4,2018,12,Individual,No renewal - Report,Y,143000,Hyundai,2011,Special Perils,N,1815,Y,6,Y,N,R,N,N,Y,New,1353.66675444,0,EXPERIENCED,NEW,7,0,SUV,0
16915,2019,Comp,Online payment,57465.5,0.35,0.15,0.09,0.19,0.22,Policy Upgrade,Broker,M,L,Sales Person,N,N,2,Y,4,2018,12,Individual,No renewal - Report,Y,143000,Hyundai,2011,Special Perils,N,1815,Y,6,Y,N,R,N,N,Y,New,4171.79144113875,0,EXPERIENCED,NEW,8,1,SUV,1
16917,2018,Comp,Cash,72341.0,0.3,0.1,0.1,0.28,0.34,Renewal,Cash Salesmen,F,M,Sales Person,Y,N,5,Y,4,2018,12,Individual,Renewal,Y,177000,Jaguar,2011,No Additional Perils,N,1117,Y,4,Y,N,O,N,N,Y,New,6833.54581611429,0,YOUNG,NEW,7,0,COMPACT,0
16918,2019,Comp,Cash,68723.95,0.35,0.1,0.1,0.28,0.34,Renewal,Cash Salesmen,F,M,Sales Person,Y,N,5,Y,4,2018,12,Individual,Renewal,Y,177000,Jaguar,2011,No Additional Perils,N,1117,Y,4,Y,N,O,N,N,Y,New,6991.24302725538,0,YOUNG,NEW,8,0,COMPACT,1
16920,2019,F&T,Online payment,117893.0,0.3,0.15,0.07,0.28,0.34,Renewal,Broker,M,L,Doctor,N,N,2,N,4,2019,12,Individual,Renewal,Y,165000,Mercury,1997,Riot & Special Perils,N,1076,Y,5,Y,N,O,N,N,Y,New,4923.99987891429,0,EXPERIENCED,OLD,22,0,COMPACT,0
16923,2018,F&T,Credit Card,50566.0,0.3,0.1,0.12,0.18,0.27,Renewal,Cash Salesmen,M,D,Govt. Officer,N,Y,3,Y,2,2018,12,Individual,Renewal,Y,201000,GMC,2001,Special Perils,N,1688,Y,5,N,Y,O,N,Y,Y,Second Hand,2663.6550688,0,EXPERIENCED,OLD,17,0,COMPACT,0
16924,2019,F&T,Credit Card,48037.7,0.35,0.1,0.12,0.18,0.27,Renewal,Cash Salesmen,M,D,Govt. Officer,N,Y,3,Y,2,2018,12,Individual,Renewal,Y,201000,GMC,2001,Special Perils,N,1688,Y,5,N,Y,O,N,Y,Y,Second Hand,2725.12403192615,0,EXPERIENCED,OLD,18,0,COMPACT,1
16929,2018,TP,Debit Card,105495.0,0.3,0.0,0.06,0.24,0.31,Renewal,Assumed Business,M,M,Education Professional,N,N,4,Y,3,2018,12,Individual,Renewal,Y,249000,Mitsubishi,2002,No Additional Perils,N,1176,Y,3,N,N,O,Y,N,Y,New,1730.45895984,0,EXPERIENCED,OLD,16,0,COMPACT,0
16930,2019,Comp,Debit Card,100220.25,0.35,0.0,0.06,0.24,0.31,Policy Upgrade,Assumed Business,M,M,Education Professional,N,N,4,Y,3,2018,12,Individual,Renewal,Y,249000,Mitsubishi,2002,No Additional Perils,N,1176,Y,3,N,N,O,Y,N,Y,New,3749.63272425,0,EXPERIENCED,OLD,17,1,COMPACT,1
16932,2019,TP,Cash,111873.0,0.3,0.15,0.1,0.19,0.33,Renewal,Broker,M,S,Driver for Uber,N,N,2,N,5,2019,12,Individual,Renewal,Y,99000,Lexus,1997,No Additional Perils,N,1048,Y,5,Y,N,O,N,N,Y,New,2164.435458615,0,EXPERIENCED,OLD,22,0,COMPACT,0
16935,2017,Comp,Credit Card,124440.0,0.3,0.0,0.12,0.25,0.28,Renewal,Assumed Business,F,D,Software Professional,N,N,1,N,5,2017,12,Corporate,Renewal,Y,205000,Mazda,1995,Special Perils,N,1694,Y,3,Y,N,O,N,N,Y,New,12364.3584,0,EXPERIENCED,OLD,23,0,COMPACT,0
16936,2019,Comp,Credit Card,118218.0,0.35,0.0,0.12,0.25,0.28,Renewal,Assumed Business,F,D,Software Professional,N,N,1,N,5,2017,12,Corporate,Renewal,Y,205000,Mazda,1995,Special Perils,N,1694,Y,3,Y,N,O,N,N,Y,New,12649.6897476923,0,EXPERIENCED,OLD,24,0,COMPACT,1
16938,2019,TP,Cash,59178.0,0.3,0.1,0.09,0.28,0.3,Renewal,Cash Salesmen,F,M,Clerical assistant,N,N,1,Y,5,2019,12,Individual,Renewal,Y,190000,Dodge,2000,Fire Expl Thft/Brand Expl Dief,N,1938,Y,5,Y,N,O,N,N,N,New,1022.12715024,0,EXPERIENCED,OLD,19,0,COMPACT,0
16941,2019,TP,Cash,130199.0,0.3,0.15,0.06,0.25,0.27,Renewal,Broker,M,S,Rideshare driver,N,Y,5,N,5,2019,12,Individual,Renewal,Y,143000,Mercedes-Benz,2001,Riot & Srike,N,1696,Y,4,Y,N,O,Y,N,N,New,2475.691670325,0,EXPERIENCED,OLD,18,0,COMPACT,0
16944,2019,TP,Credit Card,57836.0,0.3,0.15,0.07,0.25,0.22,Renewal,Broker,M,L,Driver for Uber,N,N,3,Y,4,2019,12,Individual,Renewal,Y,158000,Chevrolet,1999,Fire Expl Thft/Brand Expl Dief,Y,1160,Y,3,N,N,O,N,N,N,Foreign Used,1182.8387376,0,EXPERIENCED,OLD,20,0,COMPACT,0
16947,2018,Comp,Online payment,134582.0,0.3,0.0,0.09,0.19,0.39,Renewal,Direct,F,L,Driver for Uber,N,N,2,N,6,2018,12,Individual,Renewal,Y,172000,Kia,2008,No Additional Perils,N,1589,Y,2,Y,Y,O,N,N,Y,New,11907.7067331,0,EXPERIENCED,NEW,10,0,MICRO,0
